Coupon_Record_ID,Consumption_Record_ID,Member_ID,Coupon_ID
17987,61256,85620,29
17988,61261,79521,29
17989,61263,40209,29
17990,61264,57538,48
17991,61265,73751,29
17992,61267,8373,26
17993,61268,96652,48
17994,61269,87043,28
17995,61273,102765,16
17996,61275,73666,60
17997,61279,93754,29
17998,61282,50226,70
17999,61284,53733,28
18000,61285,5430,29
18001,61289,3857,29
18002,61290,52412,29
18003,61291,45088,34
18004,61292,57628,65
18005,61301,56801,48
18006,61302,21391,29
18007,61306,82461,23
18008,61312,32788,29
18009,61316,70279,10
18010,61326,82953,18
18011,61334,18469,10
18012,61338,4423,20
18013,61350,38,29
18014,61354,89254,17
18015,61357,92972,29
18016,61359,77450,10
18017,61362,101810,22
18018,61365,21036,41
18019,61375,106249,18
18020,61378,45843,49
18021,61381,20134,29
18022,61384,82440,48
18023,61393,54411,53
18024,61397,12906,22
18025,61402,85343,29
18026,61409,91271,29
18027,61418,37345,15
18028,61420,15648,48
18029,61422,3202,29
18030,61426,45872,49
18031,61427,92139,53
18032,61428,51319,15
18033,61436,86773,37
18034,61439,17519,51
18035,61442,91388,61
18036,61445,26655,47
18037,61446,30101,29
18038,61452,52761,22
18039,61453,10831,15
18040,61465,61869,49
18041,61469,37500,16
18042,61471,31355,29
18043,61475,56940,51
18044,61479,90383,34
18045,61480,104165,59
18046,61485,73652,18
18047,61486,105140,34
18048,61491,46101,53
18049,61494,47221,29
18050,61495,25320,29
18051,61496,108741,25
18052,61500,47636,65
18053,61504,78398,17
18054,61506,31340,34
18055,61508,75099,29
18056,61509,78045,29
18057,61512,26930,22
18058,61516,31068,71
18059,61518,24434,51
18060,61519,21587,10
18061,61520,102249,18
18062,61525,84695,47
18063,61535,65661,34
18064,61544,84956,29
18065,61545,96706,10
18066,61546,100319,8
18067,61549,43380,17
18068,61554,75348,25
18069,61555,10595,68
18070,61556,2566,16
18071,61558,61911,29
18072,61559,44908,22
18073,61563,10121,16
18074,61570,23066,48
18075,61576,108090,29
18076,61582,28197,22
18077,61584,21445,29
18078,61587,112640,29
18079,61594,92004,26
18080,61597,58840,47
18081,61600,101905,23
18082,61604,106201,18
18083,61605,101120,52
18084,61606,89807,68
18085,61612,6155,52
18086,61619,106229,22
18087,61620,82619,29
18088,61624,47741,21
18089,61626,54811,23
18090,61628,60462,48
18091,61640,39419,29
18092,61645,34704,20
18093,61647,17489,29
18094,61652,65661,15
18095,61655,25791,10
18096,61658,1374,47
18097,61659,67274,16
18098,61667,12146,29
18099,61670,61020,71
18100,61671,16708,23
18101,61672,97218,29
18102,61676,18199,43
18103,61684,38333,49
18104,61686,60784,48
18105,61689,46872,29
18106,61693,109291,22
18107,61697,28448,22
18108,61698,30259,9
18109,61705,78393,29
18110,61707,84515,10
18111,61717,86317,47
18112,61719,17992,10
18113,61722,9690,23
18114,61723,87699,48
18115,61724,57550,29
18116,61727,107611,52
18117,61728,76092,53
18118,61730,23301,16
18119,61733,99453,59
18120,61736,111541,29
18121,61737,78625,68
18122,61738,88833,53
18123,61740,102275,47
18124,61742,75677,52
18125,61752,99714,51
18126,61753,53494,16
18127,61760,96851,29
18128,61771,64601,71
18129,61772,59504,49
18130,61778,99141,29
18131,61779,6124,5
18132,61780,7329,49
18133,61783,87014,29
18134,61790,24962,48
18135,61794,83967,50
18136,61795,100140,29
18137,61797,96393,52
18138,61798,57693,61
18139,61801,12391,24
18140,61803,65056,15
18141,61804,12533,16
18142,61811,2997,29
18143,61813,69237,29
18144,61814,103809,29
18145,61815,68817,52
18146,61816,106237,34
18147,61818,11306,29
18148,61819,77455,48
18149,61824,107264,49
18150,61830,106109,53
18151,61831,98181,29
18152,61838,107929,24
18153,61842,23689,52
18154,61844,49883,52
18155,61846,26276,29
18156,61852,36820,29
18157,61853,74357,29
18158,61856,9743,29
18159,61858,32049,22
18160,61859,42230,49
18161,61864,80509,23
18162,61865,5094,18
18163,61875,97254,47
18164,61877,19530,23
18165,61878,92547,16
18166,61879,79784,29
18167,61881,89123,29
18168,61883,19462,1
18169,61884,53968,29
18170,61887,92729,68
18171,61898,5782,25
18172,61900,72415,47
18173,61905,41487,46
18174,61909,11931,29
18175,61911,88879,29
18176,61912,11150,29
18177,61914,50178,28
18178,61915,8297,28
18179,61918,81439,29
18180,61921,42700,34
18181,61923,30243,29
18182,61924,100946,20
18183,61926,108502,29
18184,61933,1460,10
18185,61934,28622,22
18186,61938,108615,16
18187,61939,107748,50
18188,61941,19115,26
18189,61943,59335,16
18190,61946,40381,25
18191,61948,65228,28
18192,61951,18597,60
18193,61955,45731,19
18194,61956,66725,16
18195,61958,48730,19
18196,61959,9539,29
18197,61960,64067,5
18198,61961,29654,68
18199,61962,20107,29
18200,61965,42266,53
18201,61979,23645,26
18202,61988,40311,48
18203,61989,12260,47
18204,61992,9274,24
18205,61993,111786,29
18206,61998,51644,25
18207,62003,85562,20
18208,62004,54640,9
18209,62005,69724,10
18210,62011,77938,22
18211,62012,59321,47
18212,62014,31882,29
18213,62017,88482,16
18214,62022,54856,47
18215,62023,109037,29
18216,62024,97992,50
18217,62030,53249,26
18218,62033,1405,29
18219,62034,105493,25
18220,62038,51276,29
18221,62041,27114,41
18222,62049,10562,29
18223,62053,27678,29
18224,62058,10212,29
18225,62060,52629,29
18226,62063,21918,48
18227,62070,95662,29
18228,62072,7770,15
18229,62075,5779,19
18230,62078,1000,29
18231,62082,42965,50
18232,62084,97039,68
18233,62085,86878,29
18234,62099,94453,43
18235,62101,9948,2
18236,62105,69101,5
18237,62107,95063,29
18238,62109,26076,22
18239,62113,65038,49
18240,62124,13462,21
18241,62128,58978,29
18242,62131,109761,6
18243,62132,104793,23
18244,62133,16862,65
18245,62144,90485,23
18246,62147,100648,47
18247,62150,34873,34
18248,62153,73181,49
18249,62154,61510,19
18250,62157,50988,47
18251,62164,95430,29
18252,62168,30984,34
18253,62171,101716,23
18254,62173,94965,68
18255,62174,40708,19
18256,62177,20524,68
18257,62184,5017,17
18258,62185,108329,19
18259,62186,108429,52
18260,62188,80116,51
18261,62194,17775,15
18262,62196,64590,29
18263,62198,64236,47
18264,62199,77428,15
18265,62200,42112,25
18266,62201,65892,50
18267,62206,82410,49
18268,62220,21027,5
18269,62227,9958,52
18270,62229,60780,15
18271,62233,26541,47
18272,62234,54584,47
18273,62237,106072,46
18274,62244,54208,15
18275,62248,93938,29
18276,62256,59689,6
18277,62258,33195,29
18278,62261,17637,29
18279,62262,57216,34
18280,62269,75009,24
18281,62276,40465,59
18282,62278,102847,29
18283,62279,108754,47
18284,62280,16226,25
18285,62282,3441,48
18286,62283,41912,29
18287,62284,108904,29
18288,62285,18743,70
18289,62286,83826,61
18290,62288,73092,48
18291,62290,76569,28
18292,62291,101802,19
18293,62305,27188,29
18294,62307,30658,47
18295,62310,26393,52
18296,62315,71784,24
18297,62316,1732,65
18298,62327,13724,29
18299,62328,70132,29
18300,62332,15108,23
18301,62333,47611,29
18302,62337,31847,34
18303,62341,66673,27
18304,62342,104396,10
18305,62343,91819,9
18306,62345,46425,29
18307,62347,64948,29
18308,62355,1919,49
18309,62356,2542,47
18310,62357,11990,34
18311,62359,78259,48
18312,62360,43826,22
18313,62362,72841,50
18314,62364,85371,10
18315,62368,89984,5
18316,62373,33354,15
18317,62380,89567,50
18318,62383,47902,29
18319,62393,74910,40
18320,62401,35717,23
18321,62402,83131,60
18322,62403,71564,15
18323,62404,38995,29
18324,62407,26905,59
18325,62410,8446,21
18326,62422,40250,48
18327,62424,91709,28
18328,62428,92319,15
18329,62429,38548,29
18330,62433,38485,29
18331,62434,105949,16
18332,62440,43824,16
18333,62443,98868,29
18334,62445,85883,20
18335,62447,62708,10
18336,62449,69617,34
18337,62450,25615,17
18338,62456,8155,28
18339,62461,95827,29
18340,62466,76334,18
18341,62470,62424,29
18342,62472,44788,15
18343,62477,22318,29
18344,62481,42719,40
18345,62486,90541,38
18346,62488,13838,23
18347,62489,74151,24
18348,62493,4426,23
18349,62495,69307,29
18350,62498,46574,29
18351,62499,62827,27
18352,62500,53773,62
18353,62504,8633,22
18354,62505,91561,28
18355,62508,101724,29
18356,62519,57001,15
18357,62520,19856,16
18358,62521,103700,28
18359,62522,90006,23
18360,62528,25715,2
18361,62530,78089,44
18362,62540,32411,15
18363,62542,99850,43
18364,62546,3746,19
18365,62557,18801,16
18366,62558,83223,61
18367,62559,87376,29
18368,62560,82069,27
18369,62561,19217,29
18370,62563,112365,34
18371,62566,18527,68
18372,62569,10343,23
18373,62572,32496,28
18374,62582,24028,22
18375,62593,19173,9
18376,62599,22622,29
18377,62603,99181,21
18378,62605,46675,28
18379,62606,103581,68
18380,62611,33470,29
18381,62616,104348,53
18382,62617,37817,27
18383,62619,104210,46
18384,62620,31545,29
18385,62628,50676,29
18386,62630,44703,47
18387,62631,98746,51
18388,62638,44822,48
18389,62639,98227,20
18390,62643,2822,23
18391,62646,28218,53
18392,62649,75057,51
18393,62654,44974,6
18394,62666,76644,29
18395,62676,72756,34
18396,62681,27170,29
18397,62682,33811,47
18398,62684,54336,29
18399,62685,23335,50
18400,62687,29360,47
18401,62688,93880,34
18402,62691,19744,29
18403,62694,20598,29
18404,62695,106990,29
18405,62699,60390,61
18406,62700,166,39
18407,62702,90594,29
18408,62703,107827,53
18409,62706,39858,49
18410,62709,5857,22
18411,62712,59843,29
18412,62716,90738,10
18413,62717,74491,15
18414,62718,9118,24
18415,62720,48199,9
18416,62721,32354,23
18417,62723,30352,15
18418,62729,31768,50
18419,62730,55904,16
18420,62731,18057,16
18421,62735,58635,29
18422,62738,44367,17
18423,62742,65062,24
18424,62744,45918,29
18425,62747,2931,34
18426,62748,81798,29
18427,62750,109478,29
18428,62756,106932,16
18429,62759,47349,47
18430,62760,57240,20
18431,62766,46216,29
18432,62769,12469,60
18433,62770,87703,22
18434,62774,106832,49
18435,62779,88775,25
18436,62787,73757,29
18437,62790,49397,29
18438,62791,63047,29
18439,62794,62542,17
18440,62796,40330,29
18441,62800,79746,29
18442,62802,11348,29
18443,62805,103014,10
18444,62808,1051,10
18445,62816,49363,23
18446,62817,70468,17
18447,62830,69477,24
18448,62835,53479,34
18449,62840,103010,59
18450,62843,107028,51
18451,62844,5697,15
18452,62845,26702,22
18453,62846,89452,25
18454,62847,99077,48
18455,62855,101903,29
18456,62856,87678,28
18457,62869,66635,29
18458,62871,25799,29
18459,62872,84316,47
18460,62873,858,22
18461,62877,85302,29
18462,62883,19104,28
18463,62884,83322,29
18464,62887,18553,29
18465,62892,51262,29
18466,62895,103422,52
18467,62898,29492,47
18468,62899,66091,37
18469,62911,19926,48
18470,62912,48525,22
18471,62915,105546,29
18472,62917,28222,18
18473,62921,20563,16
18474,62926,3509,29
18475,62928,54480,6
18476,62929,70044,47
18477,62930,78186,28
18478,62932,85117,50
18479,62935,25928,29
18480,62936,78395,41
18481,62940,109138,29
18482,62944,43990,34
18483,62949,16089,15
18484,62951,97630,25
18485,62954,78408,29
18486,62955,83833,34
18487,62958,23800,16
18488,62961,105999,29
18489,62967,46919,20
18490,62968,93456,29
18491,62971,82004,29
18492,62977,62295,29
18493,62982,13907,29
18494,62984,72529,48
18495,62987,54746,53
18496,62990,76112,47
18497,62992,56319,23
18498,62993,29297,70
18499,62997,50458,49
18500,63000,104409,19
18501,63001,106500,16
18502,63006,96125,60
18503,63009,71199,16
18504,63013,95852,29
18505,63021,60268,48
18506,63023,4947,29
18507,63024,29294,47
18508,63025,60192,25
18509,63028,21880,29
18510,63032,103551,5
18511,63038,103940,29
18512,63039,88575,28
18513,63040,88973,29
18514,63046,32549,51
18515,63048,52916,48
18516,63049,30969,34
18517,63057,20834,29
18518,63060,26863,29
18519,63061,74737,29
18520,63063,57270,29
18521,63064,89488,17
18522,63066,98654,72
18523,63068,48708,23
18524,63069,107694,29
18525,63072,91515,62
18526,63073,51652,34
18527,63075,96885,25
18528,63076,2412,48
18529,63085,15581,68
18530,63087,94705,18
18531,63094,80113,53
18532,63095,22160,50
18533,63101,49144,60
18534,63104,38399,29
18535,63108,59331,26
18536,63109,45862,46
18537,63111,56135,29
18538,63113,80096,16
18539,63114,5733,39
18540,63117,104413,6
18541,63118,83631,48
18542,63124,36918,22
18543,63131,82226,63
18544,63132,11049,28
18545,63141,20118,34
18546,63145,62106,18
18547,63146,54019,47
18548,63148,29264,19
18549,63149,48954,29
18550,63152,108745,34
18551,63163,93673,24
18552,63165,32913,18
18553,63166,65377,28
18554,63170,87361,47
18555,63171,85827,52
18556,63174,96834,23
18557,63178,37350,68
18558,63182,67225,28
18559,63191,202,27
18560,63197,15420,29
18561,63198,2455,53
18562,63199,56648,34
18563,63203,33619,29
18564,63208,55092,15
18565,63210,21210,29
18566,63213,40900,49
18567,63221,102589,26
18568,63222,92362,29
18569,63223,11312,48
18570,63228,11069,29
18571,63229,59886,29
18572,63231,14141,19
18573,63238,22324,16
18574,63240,76908,41
18575,63243,90698,53
18576,63251,53399,29
18577,63257,80161,29
18578,63260,91155,29
18579,63261,16474,47
18580,63263,23116,10
18581,63267,57902,52
18582,63269,45952,70
18583,63271,21919,23
18584,63272,95828,49
18585,63273,61911,17
18586,63274,68363,29
18587,63276,93714,47
18588,63278,5634,29
18589,63280,27711,29
18590,63286,50465,68
18591,63288,24815,27
18592,63290,2024,28
18593,63302,12252,29
18594,63305,36738,68
18595,63315,62031,29
18596,63319,4312,29
18597,63327,66848,52
18598,63328,37003,15
18599,63329,83574,29
18600,63333,112462,16
18601,63336,78888,29
18602,63338,26262,53
18603,63340,9254,34
18604,63344,76466,15
18605,63360,11773,51
18606,63369,112176,29
18607,63370,49982,29
18608,63373,48785,20
18609,63375,34750,23
18610,63378,72235,37
18611,63379,77007,10
18612,63381,65105,5
18613,63385,108828,24
18614,63386,75021,24
18615,63387,71096,8
18616,63388,49963,29
18617,63391,91057,29
18618,63392,58951,29
18619,63395,56250,53
18620,63396,33211,59
18621,63401,107687,22
18622,63403,28501,49
18623,63405,78802,10
18624,63414,81313,29
18625,63417,24970,29
18626,63425,80483,28
18627,63435,81740,49
18628,63437,39900,47
18629,63442,85363,20
18630,63449,63617,50
18631,63454,26743,23
18632,63456,53776,19
18633,63460,28830,63
18634,63462,78672,70
18635,63463,45206,25
18636,63466,70923,48
18637,63467,31145,40
18638,63481,30914,10
18639,63486,48445,24
18640,63488,39457,59
18641,63490,41095,16
18642,63495,79231,15
18643,63496,65565,15
18644,63497,96322,23
18645,63504,52824,29
18646,63511,101504,24
18647,63512,43854,9
18648,63521,101497,48
18649,63522,70814,10
18650,63524,31645,15
18651,63528,79105,49
18652,63530,57423,50
18653,63537,43383,29
18654,63538,39266,29
18655,63540,10086,29
18656,63542,26082,71
18657,63545,9592,29
18658,63549,62612,16
18659,63550,35404,60
18660,63553,15958,29
18661,63556,81132,9
18662,63557,54139,29
18663,63560,93113,63
18664,63562,35946,51
18665,63563,110909,29
18666,63566,21538,47
18667,63568,110456,29
18668,63569,71673,10
18669,63571,54193,50
18670,63577,103202,38
18671,63579,90799,9
18672,63583,53401,49
18673,63584,95267,70
18674,63585,78930,23
18675,63588,93287,24
18676,63595,5413,9
18677,63596,65678,29
18678,63597,42898,48
18679,63603,57061,29
18680,63605,47591,47
18681,63609,50934,34
18682,63613,34091,29
18683,63616,47123,18
18684,63617,32255,2
18685,63622,13860,9
18686,63627,13927,27
18687,63634,109390,52
18688,63635,99739,48
18689,63636,18089,63
18690,63637,47984,15
18691,63638,91321,29
18692,63644,71181,15
18693,63647,77077,18
18694,63648,71143,23
18695,63649,26067,29
18696,63652,92663,29
18697,63660,77145,53
18698,63662,47073,29
18699,63666,20625,50
18700,63669,95,29
18701,63670,108993,19
18702,63672,67068,22
18703,63674,46380,53
18704,63680,92933,15
18705,63682,19303,29
18706,63692,1833,21
18707,63694,66570,29
18708,63697,34245,24
18709,63698,7939,29
18710,63705,10009,6
18711,63710,43548,16
18712,63716,108775,50
18713,63717,65669,46
18714,63721,50063,23
18715,63723,101202,51
18716,63725,83461,68
18717,63727,68028,15
18718,63728,41979,28
18719,63729,50349,22
18720,63733,55461,68
18721,63737,53051,24
18722,63740,99291,22
18723,63742,98450,29
18724,63746,77880,29
18725,63748,28518,40
18726,63752,28917,25
18727,63754,39078,70
18728,63758,86870,29
18729,63760,109144,22
18730,63767,54823,68
18731,63769,64667,6
18732,63770,6348,29
18733,63777,99108,22
18734,63778,2185,18
18735,63779,51416,29
18736,63783,44770,48
18737,63785,46591,22
18738,63786,110412,19
18739,63792,81643,29
18740,63793,37658,29
18741,63798,111721,29
18742,63810,35289,70
18743,63811,71176,23
18744,63813,10930,25
18745,63816,64999,21
18746,63819,90651,23
18747,63821,91950,18
18748,63832,85564,10
18749,63835,91480,22
18750,63836,85750,29
18751,63839,106914,49
18752,63840,1277,9
18753,63844,109607,10
18754,63845,5001,53
18755,63850,6152,25
18756,63852,42044,34
18757,63853,37145,47
18758,63855,52937,50
18759,63858,109658,52
18760,63860,97666,68
18761,63862,19778,70
18762,63874,31619,37
18763,63875,72480,22
18764,63883,6366,50
18765,63885,92029,29
18766,63889,70472,19
18767,63890,10531,29
18768,63893,50864,48
18769,63896,48747,9
18770,63898,41099,18
18771,63900,1750,29
18772,63902,83891,49
18773,63908,42820,68
18774,63909,28947,22
18775,63911,73286,23
18776,63915,90913,29
18777,63917,39372,29
18778,63921,36379,22
18779,63922,108008,19
18780,63923,73825,23
18781,63932,6713,29
18782,63933,31346,29
18783,63944,21224,15
18784,63947,111498,19
18785,63951,109360,70
18786,63952,68005,28
18787,63953,23424,10
18788,63954,83107,26
18789,63955,39934,15
18790,63957,86922,23
18791,63964,38811,50
18792,63965,32350,29
18793,63966,12775,49
18794,63967,13628,53
18795,63974,39624,29
18796,63980,15550,34
18797,63982,93033,61
18798,63983,69961,52
18799,63984,110057,34
18800,63990,70299,29
18801,63996,36314,48
18802,63997,95820,37
18803,63999,82967,29
18804,64005,66469,29
18805,64006,38237,34
18806,64009,60279,29
18807,64010,55991,29
18808,64020,49180,43
18809,64022,16354,15
18810,64025,78379,15
18811,64029,13693,19
18812,64039,65433,47
18813,64041,42172,29
18814,64050,99852,48
18815,64055,23089,34
18816,64058,4348,17
18817,64060,55118,16
18818,64065,95498,34
18819,64066,67919,6
18820,64069,29749,34
18821,64071,85489,29
18822,64074,52330,47
18823,64091,94853,29
18824,64092,85235,53
18825,64093,35486,34
18826,64094,34951,29
18827,64101,88415,48
18828,64103,11218,43
18829,64104,82572,29
18830,64105,93113,51
18831,64110,112288,23
18832,64112,32442,51
18833,64115,67770,29
18834,64116,96265,7
18835,64118,37689,29
18836,64119,14871,29
18837,64123,62018,71
18838,64127,84238,24
18839,64149,111144,53
18840,64150,14161,29
18841,64151,44285,24
18842,64153,16728,68
18843,64155,70203,34
18844,64157,14079,25
18845,64163,11636,22
18846,64167,77857,29
18847,64170,108836,22
18848,64175,104177,10
18849,64178,14921,48
18850,64181,56247,53
18851,64182,91424,26
18852,64183,81152,53
18853,64185,24490,50
18854,64191,42592,29
18855,64193,96060,19
18856,64197,35887,22
18857,64201,80460,29
18858,64205,23099,29
18859,64206,98621,29
18860,64207,51960,26
18861,64209,66354,34
18862,64211,43060,29
18863,64212,35301,49
18864,64217,80428,22
18865,64221,48551,50
18866,64230,89536,22
18867,64232,38848,29
18868,64233,12545,29
18869,64234,91831,43
18870,64241,89292,29
18871,64242,77981,29
18872,64246,109006,29
18873,64247,76486,29
18874,64249,48254,29
18875,64251,91641,29
18876,64252,80998,53
18877,64253,56680,48
18878,64254,8869,29
18879,64256,70934,62
18880,64258,16691,48
18881,64259,66113,22
18882,64265,34661,16
18883,64267,111150,29
18884,64272,51528,52
18885,64273,64865,29
18886,64274,20194,16
18887,64286,16342,29
18888,64288,4902,60
18889,64292,17066,29
18890,64300,8776,29
18891,64304,60336,41
18892,64305,87739,29
18893,64307,75024,10
18894,64308,36270,22
18895,64309,14281,47
18896,64317,16433,17
18897,64319,67822,48
18898,64321,31126,29
18899,64329,14052,10
18900,64330,85510,29
18901,64331,6744,17
18902,64336,70999,29
18903,64348,74783,47
18904,64350,64166,29
18905,64354,19397,29
18906,64359,41199,10
18907,64360,17230,23
18908,64361,103423,10
18909,64369,4924,29
18910,64371,9232,15
18911,64375,103174,70
18912,64376,7895,49
18913,64385,76236,29
18914,64387,82218,29
18915,64394,94319,29
18916,64396,20655,48
18917,64399,80043,29
18918,64401,93355,34
18919,64402,74317,29
18920,64403,52601,29
18921,64416,76188,15
18922,64417,51331,29
18923,64423,52800,29
18924,64424,98485,23
18925,64425,78272,29
18926,64426,111848,19
18927,64429,77854,19
18928,64430,52757,28
18929,64433,88764,22
18930,64434,25871,29
18931,64436,88160,18
18932,64437,10741,47
18933,64439,85147,50
18934,64444,94964,24
18935,64446,3303,29
18936,64447,67222,23
18937,64449,112338,29
18938,64451,31455,23
18939,64452,88626,29
18940,64455,13831,41
18941,64458,48179,26
18942,64460,51204,29
18943,64461,84289,29
18944,64462,52911,48
18945,64468,66005,23
18946,64471,35314,29
18947,64472,11032,15
18948,64481,6459,19
18949,64485,83720,48
18950,64486,74891,17
18951,64487,91081,50
18952,64489,24749,29
18953,64494,49842,29
18954,64506,42234,28
18955,64509,61474,61
18956,64517,82223,29
18957,64518,48786,28
18958,64521,109993,29
18959,64522,32973,50
18960,64523,38535,29
18961,64526,31118,17
18962,64528,58248,52
18963,64539,39518,27
18964,64540,51057,25
18965,64543,103656,29
18966,64547,106252,29
18967,64548,2098,25
18968,64552,93858,48
18969,64554,22031,19
18970,64562,84580,29
18971,64569,66947,49
18972,64572,50717,38
18973,64573,83841,24
18974,64577,38443,34
18975,64578,21938,29
18976,64579,31171,24
18977,64584,89738,47
18978,64588,68001,50
18979,64590,5433,70
18980,64591,32004,25
18981,64594,46386,68
18982,64603,79287,29
18983,64604,47841,15
18984,64606,43488,29
18985,64610,7964,29
18986,64616,83941,29
18987,64621,82144,49
18988,64626,103032,16
18989,64628,16246,39
18990,64630,17554,29
18991,64632,28046,53
18992,64637,33669,48
18993,64640,90969,9
18994,64644,5092,15
18995,64645,90913,10
18996,64648,71697,29
18997,64649,68756,15
18998,64653,89448,27
18999,64659,43122,29
19000,64660,74608,53
19001,64663,53883,27
19002,64667,37566,25
19003,64668,69367,47
19004,64672,5181,26
19005,64673,21478,10
19006,64676,92947,22
19007,64685,53116,63
19008,64687,44636,48
19009,64688,8668,38
19010,64690,1318,29
19011,64691,8401,29
19012,64692,79048,23
19013,64694,67641,29
19014,64701,12190,47
19015,64708,71699,29
19016,64715,87211,37
19017,64720,111163,52
19018,64721,69133,29
19019,64723,69974,48
19020,64730,99581,29
19021,64731,90720,38
19022,64735,58106,52
19023,64737,89412,29
19024,64738,16630,49
19025,64739,78807,2
19026,64750,28644,29
19027,64753,41132,34
19028,64754,94058,10
19029,64755,14162,53
19030,64756,62483,29
19031,64757,100926,50
19032,64758,34284,68
19033,64762,61731,50
19034,64767,6451,29
19035,64769,41831,16
19036,64772,9133,29
19037,64776,100938,16
19038,64778,7343,29
19039,64784,106145,53
19040,64788,73329,16
19041,64791,109412,29
19042,64794,89138,28
19043,64797,69952,29
19044,64801,82222,47
19045,64803,58979,29
19046,64805,83524,34
19047,64817,23094,10
19048,64828,18382,22
19049,64831,62852,25
19050,64837,90896,41
19051,64839,12564,50
19052,64842,48073,10
19053,64843,9678,22
19054,64850,20399,50
19055,64851,15208,59
19056,64854,103457,22
19057,64862,20633,29
19058,64869,106627,29
19059,64870,37264,29
19060,64872,10748,17
19061,64880,108715,28
19062,64884,11327,37
19063,64885,23521,29
19064,64891,108211,47
19065,64894,75279,16
19066,64898,76938,27
19067,64900,49602,38
19068,64901,3252,34
19069,64913,5170,9
19070,64914,79952,16
19071,64920,103451,59
19072,64931,72296,9
19073,64933,79673,29
19074,64936,10837,29
19075,64939,80723,49
19076,64940,78953,24
19077,64949,29043,34
19078,64950,10281,29
19079,64951,51568,71
19080,64952,106274,48
19081,64955,99459,47
19082,64965,111509,29
19083,64968,48287,39
19084,64974,8922,16
19085,64977,109885,16
19086,64985,79787,29
19087,64988,14233,25
19088,64996,103398,2
19089,64997,91056,24
19090,64999,73326,34
19091,65004,11074,46
19092,65011,62497,19
19093,65021,47926,49
19094,65023,67649,29
19095,65026,25612,60
19096,65029,13715,15
19097,65033,9206,29
19098,65035,4134,10
19099,65038,67543,51
19100,65041,30351,29
19101,65042,66446,18
19102,65043,63106,51
19103,65044,92341,28
19104,65047,61566,46
19105,65050,3981,29
19106,65054,24953,51
19107,65055,55916,15
19108,65059,62406,21
19109,65062,5782,29
19110,65069,60346,68
19111,65070,23649,22
19112,65071,100607,29
19113,65073,62989,46
19114,65076,23148,15
19115,65079,14696,29
19116,65082,79196,22
19117,65083,43923,22
19118,65084,64498,29
19119,65087,77487,22
19120,65091,76601,28
19121,65092,93869,29
19122,65093,33703,53
19123,65102,97121,29
19124,65103,38659,34
19125,65105,102295,52
19126,65110,66085,63
19127,65115,88568,34
19128,65117,48704,29
19129,65118,59643,27
19130,65121,62646,25
19131,65127,66007,23
19132,65129,26071,8
19133,65131,80000,10
19134,65136,23891,29
19135,65139,11485,61
19136,65143,21675,68
19137,65144,61543,10
19138,65152,41113,19
19139,65153,7812,29
19140,65155,107584,29
19141,65159,91869,49
19142,65162,66006,41
19143,65163,41183,29
19144,65165,110238,70
19145,65166,3782,52
19146,65182,107149,29
19147,65187,2466,48
19148,65196,11108,22
19149,65202,93816,49
19150,65206,49456,68
19151,65208,51988,48
19152,65217,100383,16
19153,65219,103851,48
19154,65220,69059,29
19155,65222,59964,29
19156,65224,32080,48
19157,65225,80741,59
19158,65236,96590,22
19159,65242,14847,28
19160,65243,99595,16
19161,65252,9067,50
19162,65258,94688,34
19163,65260,48978,53
19164,65262,7993,29
19165,65265,100576,22
19166,65269,22569,29
19167,65279,38087,16
19168,65280,1376,24
19169,65283,83521,28
19170,65284,76311,41
19171,65286,74348,10
19172,65287,52620,29
19173,65299,51169,52
19174,65304,20703,25
19175,65307,83079,26
19176,65308,43780,29
19177,65310,65935,9
19178,65313,50363,29
19179,65316,16711,38
19180,65321,55974,29
19181,65322,8139,29
19182,65323,75130,5
19183,65326,1556,24
19184,65330,75991,15
19185,65335,53158,37
19186,65336,93033,29
19187,65338,103872,59
19188,65339,61775,48
19189,65344,88589,6
19190,65348,106472,16
19191,65350,95076,52
19192,65351,51713,50
19193,65352,38079,10
19194,65354,97502,21
19195,65355,28805,26
19196,65356,60721,18
19197,65361,82030,23
19198,65364,75330,29
19199,65365,59002,10
19200,65366,18263,24
19201,65376,1446,48
19202,65377,11947,29
19203,65380,95056,29
19204,65382,90990,28
19205,65385,8708,37
19206,65389,108472,29
19207,65390,58472,29
19208,65392,14477,23
19209,65393,38211,22
19210,65395,36375,24
19211,65396,52830,48
19212,65397,101621,25
19213,65399,21359,34
19214,65401,58276,2
19215,65405,93085,27
19216,65406,50104,22
19217,65407,43179,23
19218,65417,44309,29
19219,65421,5632,23
19220,65424,19509,23
19221,65426,7784,48
19222,65427,24604,23
19223,65438,77814,50
19224,65439,11384,52
19225,65448,57326,10
19226,65450,55138,29
19227,65453,4015,24
19228,65455,78758,53
19229,65462,106713,16
19230,65471,65146,19
19231,65472,84669,28
19232,65475,109992,47
19233,65480,110502,47
19234,65484,2948,51
19235,65487,86529,22
19236,65489,11959,65
19237,65492,27830,48
19238,65502,45413,10
19239,65503,74353,24
19240,65507,81148,52
19241,65508,83661,51
19242,65513,17453,22
19243,65515,104442,29
19244,65517,51644,15
19245,65520,59299,47
19246,65523,67849,29
19247,65531,57431,9
19248,65532,20132,28
19249,65533,35353,21
19250,65535,12053,29
19251,65536,77986,49
19252,65537,66361,9
19253,65540,57589,15
19254,65547,110237,29
19255,65551,94510,50
